"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Testing Flight Searching Feature For Agoda.","21502","Search a flight","Tests for web interface","Wed Jan 01 10:54:57 GMT 2025","passed","Wed Jan 01 10:55:18 GMT 2025","","Agoda Flight Booking Feature","",""
