"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Testing Flight Searching Feature For Agoda.","60002","Search a flight","Tests for web interface","Mon Dec 30 10:49:40 GMT 2024","broken","Mon Dec 30 10:50:40 GMT 2024","","Agoda Flight Booking Feature","",""
