"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Testing Flight Searching Feature For Agoda.","24446","Search a flight","Tests for web interface","Fri Jan 03 11:35:42 GMT 2025","passed","Fri Jan 03 11:36:06 GMT 2025","","Agoda Flight Booking Feature","",""
