"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Testing Flight Searching Feature For Agoda.","9647","Search a flight","Tests for web interface","Mon Dec 30 10:25:10 GMT 2024","broken","Mon Dec 30 10:25:20 GMT 2024","","Agoda Flight Booking Feature","",""
