"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Testing Flight Searching Feature For Agoda.","23160","Search a flight","Tests for web interface","Fri Jan 03 11:56:56 GMT 2025","passed","Fri Jan 03 11:57:20 GMT 2025","","Agoda Flight Booking Feature","",""
