"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Testing Flight Searching Feature For Agoda.","28339","Search a flight","Tests for web interface","Wed Jan 01 10:37:50 GMT 2025","broken","Wed Jan 01 10:38:18 GMT 2025","","Agoda Flight Booking Feature","",""
