"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Testing Flight Searching Feature For Agoda.","35196","Search a flight","Tests for web interface","Mon Dec 30 10:38:32 GMT 2024","broken","Mon Dec 30 10:39:07 GMT 2024","","Agoda Flight Booking Feature","",""
